created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Oct 28 23:25:41 +0000 2023;1718408727790047579;"PDIP Tunggu Etika Politik Gibran Usai Jadi Cawapres Prabowo https://t.co/mjOMJSyrUE";0;3;0;1;in;847372542830444544;1718408727790047579;cnbcindonesia;https://twitter.com/cnbcindonesia/status/1718408727790047579
Sat Oct 28 23:10:38 +0000 2023;1718404938567647586;"@adearmando61 @psi_id terbukti mengajarkan politik praktis, politik menghalalkan segala cara, licik, penuh drama dan kemunafikan.   Jangan biarkan PSI ada, anak bangsa Indonesia harus berpolitik dg benar, jujur, bersih, apa adanya, sportif dan kritis, bela yg menjaga konstitusi. https://t.co/yp3uCgB2XE";0;0;0;1;in;1554145967934300160;1718046126304334082;wahyudiprojo;https://twitter.com/wahyudiprojo/status/1718404938567647586
Sat Oct 28 23:02:56 +0000 2023;1718402999805165647;"@geloraco Kami rakyat Indonesia tidak pernah sedikitpun merasa pusing dengan apa yang terjadi dengan politik yang tidak tidak. Yang kami pikirkan, jika negara ini tidak bisa berubah, banyak daerah akan memisahkan dari Indonesia. Jangan pernah pikirkan bahwa yang ada semuanya tolol.";0;0;0;2;in;1701500586628362240;1718268646508937536;Anwar4323769744;https://twitter.com/Anwar4323769744/status/1718402999805165647
Sat Oct 28 22:56:49 +0000 2023;1718401460000756009;"@Muara0707 @_BungHerwin @prabowo @yennywahid Jadi pendukung itu hendaknya juga cerdar memahami politik dgn baik  Militan boleh tapi paham wajib  Silahkan gunakan narasi anda sok pinter, membodoh2kan orang lain, mentolol2kan,  Karena itu hanya akan balik ke anda";0;1;0;0;in;1664574526947213317;1717699454113886327;T007bond;https://twitter.com/T007bond/status/1718401460000756009
Sat Oct 28 22:55:49 +0000 2023;1718401210519355804;"@kegblgnunfaedh Apakah masih indonesia memakai politik non-blok pada hal ini? 😂";0;0;0;0;in;1197132212195319808;1718189389229314470;orang_hina;https://twitter.com/orang_hina/status/1718401210519355804
Sat Oct 28 22:55:11 +0000 2023;1718401052318515400;"@WinnerWave_ Membenarkan tuduhan Dinasti politik di negara demokrasi saja sudah gak bener. Indonesia bukan kerajaan. One man one vote. Narsum pansos pemburu viewers.";0;1;0;0;in;991129903822127105;1718221161807651151;fireworkID;https://twitter.com/fireworkID/status/1718401052318515400
Sat Oct 28 22:54:36 +0000 2023;1718400905559904484;"@Muara0707 @_BungHerwin @prabowo @yennywahid Anda barikade gusdur bukan kok sok ngerti   Dari awal dan jauh di awal pun arahan mbak yenny wahid cukup jelas pilihan hanya 2 sebelum di deklarasikan ganjar atau prabowo  Jadi pendukung itu hendaknya juga cerdar memahami politik dgn baik  Militan boleh tapi paham wajib";0;1;0;0;in;1664574526947213317;1717699454113886327;T007bond;https://twitter.com/T007bond/status/1718400905559904484
Sat Oct 28 22:51:06 +0000 2023;1718400024365957307;"@MARQUEZ__93 @KhofifahIP @ridwankamil Mantan, bersatu untuk Indonesia maju. Jgn biarkan satu kelurga dari solo? Membangun dinasti politik yg telah merusak konstitusi dan merusak proses demokrasi.";0;0;0;0;in;154755847;1718230951879397647;liechaikha_yoza;https://twitter.com/liechaikha_yoza/status/1718400024365957307
Sat Oct 28 22:40:44 +0000 2023;1718397412849668241;"@ganjarpranowo Selamat hati sumpah pemuda, semoga pemuda indonesia kita bisa menjaga persatuan dan kesatuan, ditengah suasana politik begini..";0;0;0;0;in;1670703158333673472;1718098977961484653;flaminatifa;https://twitter.com/flaminatifa/status/1718397412849668241
Sat Oct 28 22:38:05 +0000 2023;1718396748295811486;"@TeddGus Mana akal sehat abang...   Atau abang ikutan gen Z nya kaesang dan gibran yg mengajarkan politik jahat, licik, manipulasi, penghianatan?   Semula partai @psi_id kebanggaan anak muda Indonesia, ternyata PSI sama aja penerus ORBA yg membenarkan kecurangan2 &amp  kejahatan";0;0;0;0;in;1554145967934300160;1718120377946443960;wahyudiprojo;https://twitter.com/wahyudiprojo/status/1718396748295811486
Sat Oct 28 22:31:01 +0000 2023;1718394968975495293;"Alasan kebanyakan pemain politik yg tdk nampak yaitu bisnis dan jabatan .Hanya sedikit Politisi yg berjuang demi Negara dan Bangsa serta agama.  CNBC Indonesia: Yenny Wahid Ungkap Alasan Dukung Ganjar-Mahfud di Pilpres. https://t.co/H0PVu1J711  melalui @GoogleNews";0;0;0;0;in;1503583481053401097;1718394968975495293;DirmanNuari;https://twitter.com/DirmanNuari/status/1718394968975495293
Sat Oct 28 22:30:27 +0000 2023;1718394825123434907;"@OposisiCerdas Politik Indonesia cmn jd guyonan negara laen   Capedeeh";0;0;0;0;in;4811312557;1718390781508276627;Sayutitamher3;https://twitter.com/Sayutitamher3/status/1718394825123434907
Sat Oct 28 22:27:04 +0000 2023;1718393974938120442;"Memang negara milik keluarga siapa? Rakyat Indonesia yg punya, Pak.... Rakyat yg akan memilih, bukan pengurus partai politik. Partai politik hanya loker untuk menyalurkan tenaga kerja, tetapi akan dipilih secara langsung oleh pemegang saham ( rakyat ).  Seorang Doktor, kan?D";0;1;0;0;in;1413877726260338695;1718393974938120442;DanielLetelay8;https://twitter.com/DanielLetelay8/status/1718393974938120442
Sat Oct 28 22:15:47 +0000 2023;1718391137445236869;"@tempodotco Emang parah @psi_id sejak ada kalian rusak demokrasi di Indonesia, tujuan politik kalian ini apa sih sebenarnya?";0;0;0;0;in;2810316746;1718171768949805305;andyydepp;https://twitter.com/andyydepp/status/1718391137445236869
Sat Oct 28 22:11:00 +0000 2023;1718389930588881098;"@lysavana1 Org ini konsultan politik anies dipilkada dki, yg sukses memecahbelah  indonesia dgn isu agama. Hanya manusia tolol atau biadab yg percaya dgn dia";0;1;0;0;in;2476345926;1718045901569306985;triacats;https://twitter.com/triacats/status/1718389930588881098
Sat Oct 28 21:52:54 +0000 2023;1718385376434548739;"PSI sebaiknya jadi Persatuan sepakbola indonesia e ngga pas main di Gelanggang Politik e";0;1;0;1;in;1521593984959025152;1718385376434548739;Omkaroll1;https://twitter.com/Omkaroll1/status/1718385376434548739
Sat Oct 28 21:29:59 +0000 2023;1718379610000461909;"@sigitwid PSI memilih Kaesang jd ketum dg harapan tembus parlemen. PSI, mau gk mau pragmatis demi ambisi kekuasaan. Padahal PSI itu harapan baru utk politik kolot Indonesia. Tp akhirnya terjebak jg.";0;0;0;0;in;1505203821999321090;1717896385037807907;nkrigariskeras_;https://twitter.com/nkrigariskeras_/status/1718379610000461909
Sat Oct 28 21:25:12 +0000 2023;1718378405564182955;"@Lembayung071 Siapapun presidentnya mau Prabowo, Mau ganjar, Mau Anies, ini Tetap masih Indonesia,. bisa saja Skrg Yg Kau Bela, Lusa Kau Benci,.. Sdh bukan Rahasia UMUM, Rakyat Yg ribut, Eeh.. Yg di Ributkan Ngopi Bereng..!!  Bikin lah Politik ini adem Ayem..!!  #Dalam Politik pasti Munafik.";0;0;0;0;in;1075641308369293312;1718095644144071081;parikesit_88;https://twitter.com/parikesit_88/status/1718378405564182955
Sat Oct 28 21:16:24 +0000 2023;1718376192074715151;"Open joki tugas Aku open joki skripsi, makalah, essay, paper, realtime, ppt, mind map, poster dll.  📍Hubungan Internasional 📍Sejarah 📍Sosiologi  📍Ilmu Komunikasi 📍Ilmu Politik 📍Kewarganegaraan 📍Bahasa Indonesia 📍Bahasa Inggris Order di sinii⬇️ https://t.co/DdIcz5V8hg";0;0;0;0;in;1488443355478761474;1718376192074715151;joyyc__2;https://twitter.com/joyyc__2/status/1718376192074715151
Sat Oct 28 21:12:57 +0000 2023;1718375324952691029;"@tempodotco Anak mantan Presiden mengambil alih kekuasaan? Drama politik Indonesia makin seru! https://t.co/KK0LJHAdQG";0;0;0;0;in;1709779415658553344;1717852285177676091;okta_martien;https://twitter.com/okta_martien/status/1718375324952691029
Sat Oct 28 21:12:50 +0000 2023;1718375293273178613;"Anak mantan Presiden mengambil alih kekuasaan? Drama politik Indonesia makin seru!    https://t.co/rZGu0lUkRY  #OrdeBaruReborn https://t.co/cJSkuRB2Vd";0;0;0;0;in;1709779415658553344;1718375293273178613;okta_martien;https://twitter.com/okta_martien/status/1718375293273178613
Sat Oct 28 20:58:27 +0000 2023;1718371674494750774;"aku suka naruto, baruto juga tapi please lah jangan ngehubungin anime yg fiksi sama kehidupan politik di dunia nyata ini nyangkut kehidupan banyak orang.. dikit2 negara konoha.. man, indonesia gk sekecil itu";0;0;0;0;in;1645285860005539840;1718371674494750774;ultiuti;https://twitter.com/ultiuti/status/1718371674494750774
Sat Oct 28 20:26:07 +0000 2023;1718363538270695561;"@jokowi Maka BLT (uang tunai) pun menjadi senjata ampuh mengatasi el nino sampai Pilpres usai. Apalagi yg dibagikan hari2 jelang Pillres berlangsung. Itu sangat bisa mengatasi el nino politik.";0;0;0;2;in;268687443;1713737715932668315;Indonesiaguyub;https://twitter.com/Indonesiaguyub/status/1718363538270695561
Sat Oct 28 20:12:44 +0000 2023;1718360169430827237;"@AndreasSolusi @ganjarpranowo @jokowi Katamu politik santuy tapi kelakuanmu beda. Ketika diserang kamu nyenggol akun pak Ganjar. Tapi kamu sendiri nyerang terus menerus. Andreas andreas...";0;0;0;1;in;268687443;1718228972637700308;Indonesiaguyub;https://twitter.com/Indonesiaguyub/status/1718360169430827237
Sat Oct 28 20:12:06 +0000 2023;1718360010902872266;"Menjadi tokoh milenial yang berupaya untuk merubah dinamika politik yg lebih fresh. Semoga @kaesangp dapat menjadi perwakilan suara milenial untuk kemajuan bangsa indonesia. 🇮🇩  @maafkelewatan @ennyrachma_ @14Muthia #BersamaTLKMMajukanIndonesia #KuisTelkom #ElevatingYourFuture https://t.co/eNofPeRoue";0;0;0;0;in;786203666;1718360010902872266;newbiewinbe;https://twitter.com/newbiewinbe/status/1718360010902872266
Sat Oct 28 20:09:31 +0000 2023;1718359358231175323;"@antaranews Ganjar Pranowo dan Yenny Wahid adalah tim yang akan membawa perubahan positif dalam politik Indonesia. Ini adalah momen bersejarah.";0;0;0;0;in;1709242016675307520;1717903498048905437;insania7258;https://twitter.com/insania7258/status/1718359358231175323
Sat Oct 28 19:48:31 +0000 2023;1718354074373087288;"Ini Sekedar Persoalan Kemanusiaan, Bukan Masalah Agama??  https://t.co/8NenVN6uro https://t.co/8NenVN6uro https://t.co/8NenVN6uro  #politik #dinasti #indonesia #indonesia #justicemonitor #KhilafahPerisaiUmat #KhilafahPelindungUmat #KhilafahPembebasPalestina #UmatButuhKhilafah https://t.co/okDjiQpmwR";0;0;0;0;in;1718352976161787904;1718354074373087288;Jada00231029;https://twitter.com/Jada00231029/status/1718354074373087288
Sat Oct 28 19:47:42 +0000 2023;1718353868655120787;"???? ‘than us at Indonesia’ WDYM?????😭😭😭😭😭 abis cek akunnya ini keliatannya buzzer politik + buzzer zionist buset pick a struggle and hell is hot bro????😭";0;1;0;13;in;1222549090895986688;1718353868655120787;iamadeadstar;https://twitter.com/iamadeadstar/status/1718353868655120787
Sat Oct 28 19:37:10 +0000 2023;1718351217636893141;"Pada 25 Okt 2023, PKU menganjurkan perbincangan meja bulat bertajuk "Uyghur Challenges in China &amp  beyond" di Universiti Muhammadiyah Jakarta bersama Fakulti Sains Sosial &amp  Politik dan Makmal Pengajian Indonesia &amp  Global. Pengarah Eksekutif @AHakimIdris https://t.co/dKoH65JKVN";0;1;0;2;in;1704572169605292032;1718351217636893141;CUyghurstudyMY;https://twitter.com/CUyghurstudyMY/status/1718351217636893141
Sat Oct 28 19:30:28 +0000 2023;1718349531472158910;"Berarti yg ini kali bukannya nurut tapi sdh menghianatin Ketum demi membangun dinasti politik dgn melanggar konstitusi dibantu sang paman di MK";0;1;0;0;in;1165019845;1718349531472158910;rudysound;https://twitter.com/rudysound/status/1718349531472158910
Sat Oct 28 19:27:28 +0000 2023;1718348775801151636;"man, i would rather choose prabowo even though his partner is anak jokowi rather than ganjar yg jelas jelas disetir megawati, talkin abt politik dinasti shit megawati apaan anjg, gabakal maju indonesia klo masih dipegang sm nenek nenek itu.";0;0;0;0;in;1413158933292748805;1718348775801151636;kkvncxx;https://twitter.com/kkvncxx/status/1718348775801151636
Sat Oct 28 19:08:33 +0000 2023;1718344015417082138;"@YuzzMacious @willsarana partai tong kosong nyaring bunyinya...yg tercium bau busuknya! partai setan indonesia yg mempraktekkan politik secara kotor, keji, dan biadab!";0;0;0;0;in;1217883214020112384;1717776972791898365;MRustamLatowale;https://twitter.com/MRustamLatowale/status/1718344015417082138
Sat Oct 28 19:04:27 +0000 2023;1718342985333846073;"Namanya kahn Partai Solidaritas INDONESIA.  Coba sebutkan nation state yang berhasil memakai ideologi politik anarkisme?";0;0;0;0;in;224231775;1718342985333846073;identitvigur;https://twitter.com/identitvigur/status/1718342985333846073
Sat Oct 28 18:45:31 +0000 2023;1718338220163748229;"@kumparan Ganjar Pranowo dan Yenny Wahid adalah pasangan yang akan membawa perubahan positif dalam politik Indonesia. Ini adalah langkah yang baik.";0;0;0;0;in;1711399779752960000;1717901992155332907;BalyaOdin61779;https://twitter.com/BalyaOdin61779/status/1718338220163748229
Sat Oct 28 18:05:34 +0000 2023;1718328165402288226;"@txtdrpemerintah Apa iya beliau ini sengkuni politik indonesia";0;0;0;0;in;1580855966677209088;1718043130447249677;Robbert27063922;https://twitter.com/Robbert27063922/status/1718328165402288226
Sat Oct 28 17:53:55 +0000 2023;1718325234594693523;"@YRadianto Akting politik terbagong sepanjang sejarah Republik Indonesia.";0;0;0;0;in;2372201718;1718047423761645861;AntonMariesie;https://twitter.com/AntonMariesie/status/1718325234594693523
Sat Oct 28 17:52:13 +0000 2023;1718324806356218081;"@MugiwaraWijaya @eradotid Onepiece itu politik.. Goblok!!!!  Alay norak genZ   bacot lo ngentod.";0;0;0;0;in;1636706285835141120;1716419391322022328;rastava61;https://twitter.com/rastava61/status/1718324806356218081
Sat Oct 28 17:40:16 +0000 2023;1718321798545355226;"@aniesbaswedan @cakimiNOW @NasDem @PKSejahtera @DPP_PKB Padahal disisi lain @aniesbaswedan nyuruh anak mjda masuk politik asal orang baik, nah kalau kel presidenbyg masih muda dari amrik,kennedy dna Indonesia boleh gak  Nama 'Amin' pd tim capres ttentu diduga suda konotatif,karna semua orang ingat https://t.co/hma2MDsmrF Rais";0;0;0;1;in;1657712299350827008;1718169867965370391;JimnManopo51051;https://twitter.com/JimnManopo51051/status/1718321798545355226
Sat Oct 28 17:36:47 +0000 2023;1718320921927401526;"@YohanesCahya1 @hasyimmah Anda juga harus tau satu hal tentang hal yang mencurigakan mengenai elit-elit politik Indonesia.  Jaman orba mereka bermusuhan (tampilannya di publik), tapi saat Orba tumbang, para elit itu tidak ada yang membuka dokumen pelanggaran HAM era Orba.";0;1;0;0;in;1716438871834263552;1718076994263650751;fuyioooh80357;https://twitter.com/fuyioooh80357/status/1718320921927401526
Sat Oct 28 17:35:23 +0000 2023;1718320571178746066;"@bentangnegeri 2014 Prabowo diusung 5partai besar,Gerindra,PPP,Golkar,Demokrat,PKS,dan PBB,sedang Jokowi di usung PDIP,PKB,Nasdem,,Hanura,dan PKPI,maaf saya bukan orang partai,cma saya senang aja melihat politik Indonesia hehheh";0;0;0;0;in;1706804798618832897;1718160728430174695;AchmadSya383638;https://twitter.com/AchmadSya383638/status/1718320571178746066
Sat Oct 28 17:34:47 +0000 2023;1718320418946433403;"@nongandah Mau kepentingan rakyat atapun kepentingan keluarga, yg namanya dinasti politik adalah bagian dari nepotisme dan tdk sehat bagi demokrasi. Indonesia bukan negara kerajaan.";0;0;0;0;in;1106816137352765440;1718265041815019732;c00lrangga;https://twitter.com/c00lrangga/status/1718320418946433403
Sat Oct 28 17:29:49 +0000 2023;1718319170935521461;"@Beritasatu semoga anak" muda indonesia melek politik lihat bahwa ganjar mahfud paslon tepat untuk indonesia";0;0;0;0;in;1711418899856789504;1718210642073866351;infinitelifeis1;https://twitter.com/infinitelifeis1/status/1718319170935521461
Sat Oct 28 17:22:23 +0000 2023;1718317299978195333;"@TeddGus Kalau dari skenario udah jelas mengarah ke Dinasti politik bang..anda tadi ya saya cukup interest tapisetelah bergabung kog jadi politikus bego.. Sejatinya politikus Indonesia itu bukannya makin pandai dalam tata kelola demokrasi yg sehat tapi makin pandai bersilat lidah.";0;0;0;0;in;1138278191728979968;1718232451271794745;Davefranz5;https://twitter.com/Davefranz5/status/1718317299978195333
Sat Oct 28 17:05:00 +0000 2023;1718312923880436092;"#DiskusiInteraktif Deklaras-deklarasi dukungan yang diterima para pasangan bacapres-bacawapres mampukah mendongkrak elektabitas ?  Talk : Direktur Rumah Politik Indonesia - Fernando Emas  Streaming👇👇👇 https://t.co/TiuTKwH9L1 https://t.co/NFTfqFWx1h";0;0;0;1;in;121640063;1718312923880436092;RadioElshinta;https://twitter.com/RadioElshinta/status/1718312923880436092
Sat Oct 28 17:01:10 +0000 2023;1718311959324721260;"@WinnerWave_ @TeddGus Kapan pemilu di Indonesia pernah "fair" ??, walau bukan "Dinasty Politik"..";0;0;0;0;in;3323436290;1718232451271794745;reinsdg;https://twitter.com/reinsdg/status/1718311959324721260
Sat Oct 28 17:01:03 +0000 2023;1718311931294220742;"elit partai koalisi indonesia maju dan simpatisan prabowo-gibran sedang secara terang-terangan meng-gaslight kita seolah memainkan konstitusi untuk melanggengkan dinasti politik adalah hal yang sah-sah saja.";0;0;0;0;in;1680667800;1718311931294220742;truebIu;https://twitter.com/truebIu/status/1718311931294220742
Sat Oct 28 16:58:25 +0000 2023;1718311268506128420;"Drama Politik Indonesia.... https://t.co/a5247EznNC";0;0;0;0;in;1508000192179580930;1718311268506128420;JimmyHobien22;https://twitter.com/JimmyHobien22/status/1718311268506128420
Sat Oct 28 16:49:39 +0000 2023;1718309062578954378;"@CNNIndonesia loyal untuk melanggengkan politik dinasti dan sekelompok kerajaan,mari kita dari sang /meroke merapat untuk indonesia lebih adil makmur dan sejahtra bersama pak @aniesbaswedan @cakimiNOW";0;0;0;0;in;1700935704396922880;1718169796918071422;ZiieTeuku26858;https://twitter.com/ZiieTeuku26858/status/1718309062578954378
Sat Oct 28 16:42:21 +0000 2023;1718307222734938310;"@iwantarigan @andre_rosiade @aniesbaswedan Menghayal dia. Coba safari politik, pengen tau 1. Kuat kampanye keliling Indonesia. Ga takut ambruk. 2. Emang ada yg mau datang. Jangan jangan semua relawannya punya 2 kaos. Kaos Ganjar dan Kaos Prabowo wkwkwk. #AMIN2024 1 putaran gassss";0;0;0;1;in;1598285793940082690;1718173937421693082;didisupardi862;https://twitter.com/didisupardi862/status/1718307222734938310
Sat Oct 28 16:38:30 +0000 2023;1718306257294291375;"@alextham878 Coba tanya pd masyarakat Indonesia, Megawati punya anak berapa, cucu berapa, apakah mrk semua terjun ke politik?  Sy yakin yg mereka kenal cuma Puan Maharani. Krn memang tak semua anak cucu Mega terjun ke politik, meskipun PDIP selalu dipersepsikan sbg partai keluarga. https://t.co/UoSbSjU3KR";0;1;0;0;in;1135848696468262913;1718293472732692945;AgusPra17277810;https://twitter.com/AgusPra17277810/status/1718306257294291375
Sat Oct 28 16:31:36 +0000 2023;1718304518356549648;"secara detail menggambarkan fenomena sosial politik yang terjadi pada masyarakat Indonesia. Beberapa mahasiswa yang mengikuti kegiatan ini melalui wawancara yang dilakukan oleh Humas KPU Provinsi Banten menyatakan bahwa film ini sangat inspiratif, karena banyak mengandung";0;1;0;0;in;2938770692;1718304509674328220;kpubanten;https://twitter.com/kpubanten/status/1718304518356549648
Sat Oct 28 16:18:21 +0000 2023;1718301182433898635;"@pandji Gini amat dah politik indonesia";0;0;0;0;in;1126484367587438597;1718131182464815424;gwishqkav;https://twitter.com/gwishqkav/status/1718301182433898635
Sat Oct 28 16:14:50 +0000 2023;1718300299872641501;"@mardigu024 Si ibu adalah legenda politik di Indonesia, jika Indonesia tidak baik baik saja, ibu itu pasti akan datang menyelesaikan dgn caranya yg mmg terbukti mujarab. jangan merasa menang saat si ibu seolah diam, jika sdh bergerak meraka yg menganggap lawan siap siap menanggung kekalahan.";0;0;0;0;in;1371335582291423233;1718171714511892553;SingaEdan9;https://twitter.com/SingaEdan9/status/1718300299872641501
Sat Oct 28 16:06:36 +0000 2023;1718298227622167027;"Kepedulian ditengah kesibukan, memang pasangan pak @prabowo dan mas @gibran_tweet   #prabowosubianto #GibranRakabuming #prabowopresiden #PrabowoGibran2024 #indonesia #indonesian #viral #fyp #politik #ganjarpranowo #aniesbaswedan #pinterpolitik https://t.co/WeB1SW2IMs";0;0;6;8;in;1579126996537290752;1718298227622167027;mypresidentid;https://twitter.com/mypresidentid/status/1718298227622167027
Sat Oct 28 16:05:21 +0000 2023;1718297912747459028;"@kumparan Kenapa sekalian saja min 17 biar ramai politik Indonesia";0;0;0;1;in;1510447030388199431;1718282761960833350;Angkoe5;https://twitter.com/Angkoe5/status/1718297912747459028
Sat Oct 28 16:00:50 +0000 2023;1718296775512162342;"apakah cerita naruta diambil dari prediksi politik indonesia ?";0;0;0;0;in;1704073024386052096;1718296775512162342;DevirahmaAnisa;https://twitter.com/DevirahmaAnisa/status/1718296775512162342
Sat Oct 28 16:00:46 +0000 2023;1718296757636120789;"@andykoerni @yogaJFT96 apakah cerita naruta diambil dari prediksi politik indonesia ?";0;0;0;0;in;1704073024386052096;1717480184683888642;DevirahmaAnisa;https://twitter.com/DevirahmaAnisa/status/1718296757636120789
Sat Oct 28 15:52:34 +0000 2023;1718294696626127210;"kelakuan politisi2 @psi_id ini seringkali menghina akal sehat. perilakunya lebih mirip sebuah cult/ sekte daripada partai politik. untuk ukuran fans club, klub2 suporter bola di Indonesia masih lebih pake otak (kadang ngeritik clubnya) daripada @psi_id ke Jokowi n keluarga.";0;0;3;3;in;154549806;1718294696626127210;rihandaulah;https://twitter.com/rihandaulah/status/1718294696626127210
Sat Oct 28 15:49:18 +0000 2023;1718293874169582071;"@safaprasodjo Betul, tapi sekarang banyak yang pakai lagi.  Pak Jokowi memang masih jadi acuan dalam politik Indonesia.";0;1;0;2;in;168082298;1718141739339514297;sigitwid;https://twitter.com/sigitwid/status/1718293874169582071
Sat Oct 28 15:48:57 +0000 2023;1718293783992037486;"masyallah, Indonesia kapan kita gini ? apa harus ditunggangi politik dulu baru bisa demo besar-besaran membela agama dan kemanusiaan ? heheh";0;0;0;0;in;1338686727913758722;1718293783992037486;junelixz;https://twitter.com/junelixz/status/1718293783992037486
Sat Oct 28 15:41:58 +0000 2023;1718292028344394145;"@adearmando61 Indonesia bukan milik segelintir orang..  tegakkan hukum yg berkeadilan..  politik dinasti adalah politik yg sangat2 picik dan melukai hati rakyat indonesia ..";0;0;0;0;in;1504820317901885441;1718128202382823632;AzharQc;https://twitter.com/AzharQc/status/1718292028344394145
Sat Oct 28 15:41:51 +0000 2023;1718291998850114027;"Saya Sepakat Mas Anies Bicara Soal ini. Ini tak semata-mata soal Pemilu 2024 tetapi  bahwa perilaku nepotisme dan politik dinasti tidak boleh diberikan Ruang di Indonesia. https://t.co/Jyz5Kf4vKx";0;0;0;2;in;3164360718;1718291998850114027;RiyadiLeky;https://twitter.com/RiyadiLeky/status/1718291998850114027
Sat Oct 28 15:35:55 +0000 2023;1718290506885779598;"Sosok Paman Sam di AS terkenal sebagai simbol patritiok yg mengajak membela bangsa dan hal-hal positif. Sebaliknya, Paman Usman di Indonesia menjadi simbol kehancuran bangsa, runtuhnya moralitas, dan ambruknya demokrasi karena secara kotor memanipulasi hukum utk politik dinasti.";0;3;23;49;in;37635724;1718290506885779598;BuniYani;https://twitter.com/BuniYani/status/1718290506885779598
Sat Oct 28 15:29:21 +0000 2023;1718288853612793871;"Politik Indonesia menjelang Pilpres 2024 semakin menarik dan lebih dramatik.   The clash of dynasty";0;0;0;0;in;614397756;1718288853612793871;agussalimadam;https://twitter.com/agussalimadam/status/1718288853612793871
